"ENSP","cluster_membership","cluster_size","n.mut.all","n.rare.funcl","n.comm.funcl","n.rare.nonfuncl","n.comm.nonfuncl"
"ENSP00000355719",12,18,10,8,0,2,0
"ENSP00000355719",13,17,8,8,0,0,0
"ENSP00000355720",1,110,55,28,2,24,1
"ENSP00000355720",2,96,41,27,1,13,0
"ENSP00000355720",3,93,53,33,4,16,0
"ENSP00000355720",4,67,31,22,0,7,2
"ENSP00000355720",5,53,27,16,1,9,1
"ENSP00000355720",6,44,17,11,0,6,0
"ENSP00000355739",1,477,258,154,3,96,5
"ENSP00000355739",2,170,79,51,2,23,3
"ENSP00000355746",1,103,47,32,2,10,3
"ENSP00000355746",2,102,46,29,0,15,2
"ENSP00000355746",3,79,37,21,0,12,4
"ENSP00000355746",4,61,25,9,1,13,2
"ENSP00000355746",5,38,19,12,0,6,1
"ENSP00000355746",6,34,17,12,0,5,0
"ENSP00000355746",7,33,13,6,0,7,0
"ENSP00000355746",8,31,16,9,0,7,0
"ENSP00000355785",1,84,46,30,2,14,0
"ENSP00000355785",2,72,11,6,0,5,0
"ENSP00000355785",3,66,20,11,0,7,2
"ENSP00000355785",4,53,33,21,1,11,0
"ENSP00000355785",5,46,22,13,0,8,1
"ENSP00000355785",6,23,9,5,0,4,0
"ENSP00000355785",7,22,9,6,0,3,0
"ENSP00000355799",1,191,97,64,4,28,1
"ENSP00000355799",2,63,28,19,0,8,1
"ENSP00000355799",3,41,19,16,0,3,0
"ENSP00000355799",4,24,7,4,0,2,1
"ENSP00000355837",1,77,9,6,0,2,1
"ENSP00000355837",2,69,7,6,0,1,0
"ENSP00000355837",3,57,10,5,2,3,0
"ENSP00000355837",4,47,16,8,1,6,1
"ENSP00000355837",5,47,10,6,0,3,1
"ENSP00000355837",6,44,16,10,0,6,0
"ENSP00000355837",7,43,7,6,1,0,0
"ENSP00000355837",8,43,11,8,0,3,0
"ENSP00000355837",9,39,14,8,1,5,0
"ENSP00000355837",10,37,8,7,0,1,0
"ENSP00000355837",11,36,7,3,1,3,0
"ENSP00000355837",12,35,12,7,1,4,0
"ENSP00000355837",13,34,6,4,1,1,0
"ENSP00000355837",14,33,10,6,2,1,1
"ENSP00000355837",15,22,2,2,0,0,0
"ENSP00000355837",16,18,3,3,0,0,0
"ENSP00000355865",1,81,43,28,2,11,2
"ENSP00000355865",2,80,38,23,2,12,1
"ENSP00000355865",3,74,41,27,3,11,0
"ENSP00000355865",4,67,31,21,1,9,0
"ENSP00000355865",5,60,23,11,1,9,2
"ENSP00000355865",6,60,26,18,1,7,0
"ENSP00000355865",7,43,22,12,3,7,0
"ENSP00000355877",1,54,5,5,0,0,0
"ENSP00000355877",2,45,15,10,1,3,1
"ENSP00000355877",3,35,12,9,0,3,0
"ENSP00000355877",4,34,14,7,1,5,1
"ENSP00000355877",5,34,15,9,1,5,0
"ENSP00000355877",6,32,11,8,0,3,0
"ENSP00000355877",7,30,14,12,1,1,0
"ENSP00000355877",8,29,9,5,0,4,0
"ENSP00000355877",9,23,12,8,0,4,0
"ENSP00000355877",10,21,10,9,1,0,0
"ENSP00000355880",1,65,24,20,0,3,1
"ENSP00000355880",2,54,16,9,0,6,1
"ENSP00000355880",3,44,14,12,0,2,0
"ENSP00000355880",4,42,14,9,0,2,3
"ENSP00000355880",5,35,11,7,0,4,0
"ENSP00000355880",6,34,10,5,0,5,0
"ENSP00000355880",7,33,14,10,1,3,0
"ENSP00000355880",8,28,10,5,0,4,1
"ENSP00000355895",1,141,68,47,2,19,0
"ENSP00000355895",2,78,35,24,1,10,0
"ENSP00000355895",3,18,10,7,0,3,0
"ENSP00000355896",1,330,109,58,2,48,1
"ENSP00000355896",2,112,32,18,0,14,0
"ENSP00000355899",1,73,28,15,0,12,1
"ENSP00000355899",2,65,28,20,0,8,0
"ENSP00000355899",3,46,22,14,1,6,1
"ENSP00000355899",4,40,14,10,2,2,0
"ENSP00000355899",5,33,10,8,1,1,0
"ENSP00000355899",6,25,10,6,0,4,0
"ENSP00000355904",1,236,67,34,0,31,2
"ENSP00000355904",2,128,50,28,1,19,2
"ENSP00000355904",3,106,28,12,0,13,3
"ENSP00000355930",1,530,263,153,16,86,8
"ENSP00000355930",2,24,9,7,0,2,0
"ENSP00000355963",1,57,9,6,0,3,0
"ENSP00000355963",2,51,14,7,0,7,0
"ENSP00000355963",3,41,12,8,0,4,0
"ENSP00000355963",4,36,10,5,0,5,0
"ENSP00000355963",5,32,9,7,0,2,0
"ENSP00000355963",6,31,4,2,0,2,0
"ENSP00000355963",7,23,6,5,0,1,0
"ENSP00000355963",8,22,4,3,0,1,0
"ENSP00000355963",9,21,6,4,0,2,0
"ENSP00000355963",10,20,5,3,0,2,0
"ENSP00000355963",11,19,7,6,0,1,0
"ENSP00000355963",12,17,1,1,0,0,0
"ENSP00000355968",1,154,51,28,0,23,0
"ENSP00000355968",2,78,32,18,0,13,1
"ENSP00000355968",3,73,24,16,0,8,0
"ENSP00000355968",4,71,18,11,0,7,0
"ENSP00000355968",5,47,11,9,0,2,0
"ENSP00000355968",6,44,10,7,0,3,0
"ENSP00000355968",7,40,16,8,0,8,0
"ENSP00000355988",1,124,26,15,0,11,0
"ENSP00000355988",2,92,26,14,0,11,1
"ENSP00000355988",3,63,17,8,1,8,0
"ENSP00000355988",4,54,19,15,0,2,2
"ENSP00000355988",5,50,15,13,0,2,0
"ENSP00000355988",6,36,9,4,0,4,1
"ENSP00000355988",7,26,8,7,0,1,0
"ENSP00000355988",8,22,8,5,0,3,0
"ENSP00000356058",1,269,105,72,1,31,1
"ENSP00000356058",2,71,13,10,0,3,0
"ENSP00000356058",3,50,18,10,1,7,0
"ENSP00000356063",1,64,29,18,0,10,1
"ENSP00000356063",2,48,16,13,0,3,0
"ENSP00000356063",3,43,13,7,1,5,0
"ENSP00000356063",4,21,10,9,0,1,0
"ENSP00000356070",1,77,26,11,0,14,1
"ENSP00000356070",2,58,17,6,0,11,0
"ENSP00000356070",3,47,13,7,0,6,0
"ENSP00000356070",4,40,13,4,0,7,2
"ENSP00000356070",5,37,13,6,1,6,0
"ENSP00000356070",6,37,20,8,2,7,3
"ENSP00000356070",7,36,12,7,0,5,0
"ENSP00000356070",8,31,13,7,0,6,0
"ENSP00000356070",9,19,3,0,0,3,0
"ENSP00000356070",10,18,0,0,0,0,0
"ENSP00000356071",1,259,98,71,1,22,4
"ENSP00000356071",2,167,54,35,2,16,1
"ENSP00000356071",3,82,25,17,0,8,0
"ENSP00000356071",4,78,24,16,1,7,0
"ENSP00000356071",5,68,22,12,0,10,0
"ENSP00000356094",1,76,37,25,0,10,2
"ENSP00000356094",2,64,32,19,2,10,1
"ENSP00000356094",3,56,30,17,1,12,0
"ENSP00000356094",4,44,20,13,1,6,0
"ENSP00000356094",5,28,19,9,0,9,1
"ENSP00000356094",6,25,11,8,0,3,0
"ENSP00000356094",7,24,16,11,1,4,0
"ENSP00000356094",8,24,10,5,0,5,0
"ENSP00000356094",9,22,13,10,0,3,0
"ENSP00000356094",10,21,9,7,0,2,0
"ENSP00000356094",11,21,7,6,0,1,0
"ENSP00000356094",12,19,7,6,0,1,0
"ENSP00000356113",1,487,188,112,3,67,6
"ENSP00000356113",2,66,24,12,0,9,3
"ENSP00000356123",1,281,132,82,0,43,7
"ENSP00000356123",2,69,31,19,0,11,1
"ENSP00000356133",1,120,55,38,2,14,1
"ENSP00000356133",2,45,24,16,1,6,1
"ENSP00000356133",3,33,12,9,0,2,1
"ENSP00000356133",4,21,7,4,1,2,0
"ENSP00000356134",1,44,20,14,0,5,1
"ENSP00000356134",2,38,18,12,1,5,0
"ENSP00000356134",3,36,14,9,0,5,0
"ENSP00000356134",4,34,13,10,0,3,0
"ENSP00000356134",5,32,12,9,0,2,1
"ENSP00000356134",6,27,10,8,1,1,0
"ENSP00000356134",7,26,13,8,0,5,0
"ENSP00000356134",8,24,9,4,0,5,0
"ENSP00000356134",9,21,7,7,0,0,0
"ENSP00000356134",10,20,10,9,0,1,0
"ENSP00000356134",11,18,9,6,0,3,0
"ENSP00000356134",12,16,9,4,0,5,0
"ENSP00000356134",13,10,9,6,0,3,0
"ENSP00000356135",1,98,44,24,3,14,3
"ENSP00000356135",2,81,34,26,0,8,0
"ENSP00000356135",3,76,27,20,0,6,1
"ENSP00000356169",1,357,117,69,4,43,1
"ENSP00000356169",2,37,1,0,1,0,0
"ENSP00000356191",1,56,28,17,1,8,2
"ENSP00000356191",2,49,22,19,0,3,0
"ENSP00000356191",3,40,21,10,3,8,0
"ENSP00000356191",4,34,20,10,0,10,0
"ENSP00000356191",5,32,10,6,0,4,0
"ENSP00000356191",6,27,13,9,0,3,1
"ENSP00000356191",7,27,14,10,1,3,0
"ENSP00000356191",8,26,14,8,0,6,0
"ENSP00000356191",9,23,13,5,2,6,0
"ENSP00000356191",10,18,9,7,0,2,0
"ENSP00000356198",1,84,37,25,2,7,3
"ENSP00000356198",2,83,37,26,1,10,0
"ENSP00000356198",3,80,34,17,1,14,2
"ENSP00000356198",4,61,26,15,1,9,1
"ENSP00000356198",5,55,25,17,3,5,0
"ENSP00000356198",6,49,22,13,2,7,0
"ENSP00000356198",7,32,17,12,1,4,0
"ENSP00000356198",8,22,10,8,0,2,0
"ENSP00000356218",1,257,118,70,2,42,4
"ENSP00000356218",2,48,21,11,1,9,0
"ENSP00000356231",1,67,36,21,0,13,2
"ENSP00000356231",2,24,11,7,0,3,1
"ENSP00000356231",3,18,7,5,0,2,0
"ENSP00000356231",4,14,4,3,0,1,0
"ENSP00000356236",1,144,45,24,0,18,3
"ENSP00000356236",2,140,56,32,0,23,1
"ENSP00000356236",3,135,42,17,0,23,2
"ENSP00000356243",1,45,16,12,0,4,0
"ENSP00000356243",2,39,13,9,0,4,0
"ENSP00000356243",3,37,16,14,0,1,1
"ENSP00000356243",4,34,8,7,0,1,0
"ENSP00000356243",5,23,7,4,0,3,0
"ENSP00000356243",6,19,3,3,0,0,0
"ENSP00000356256",1,138,49,33,1,14,1
"ENSP00000356256",2,33,11,7,0,4,0
"ENSP00000356263",1,113,38,27,0,10,1
"ENSP00000356263",2,100,40,17,4,19,0
"ENSP00000356263",3,91,35,26,0,9,0
"ENSP00000356263",4,89,38,25,0,12,1
"ENSP00000356263",5,48,18,10,0,8,0
"ENSP00000356278",1,35,16,7,0,9,0
"ENSP00000356278",2,33,14,5,1,8,0
"ENSP00000356278",3,30,17,12,0,5,0
"ENSP00000356278",4,18,9,6,0,3,0
"ENSP00000356278",5,11,2,2,0,0,0
"ENSP00000356290",1,728,256,172,3,80,1
"ENSP00000356290",2,151,70,48,0,21,1
"ENSP00000356290",3,99,42,25,1,14,2
"ENSP00000356301",1,64,24,18,0,5,1
"ENSP00000356301",2,36,10,5,0,4,1
"ENSP00000356301",3,36,15,11,0,4,0
"ENSP00000356301",4,29,10,4,0,5,1
"ENSP00000356301",5,21,8,5,0,3,0
"ENSP00000356308",1,99,44,25,3,15,1
"ENSP00000356308",2,90,39,29,1,9,0
"ENSP00000356308",3,29,12,6,2,4,0
"ENSP00000356308",4,26,7,7,0,0,0
"ENSP00000356320",1,57,11,3,1,7,0
"ENSP00000356320",2,45,23,16,0,7,0
"ENSP00000356320",3,32,8,6,0,2,0
"ENSP00000356320",4,29,12,10,0,2,0
"ENSP00000356320",5,28,15,11,0,4,0
"ENSP00000356320",6,22,6,4,0,0,2
"ENSP00000356320",7,21,0,0,0,0,0
"ENSP00000356320",8,12,0,0,0,0,0
"ENSP00000356329",1,225,90,57,6,26,1
"ENSP00000356329",2,67,21,12,1,5,3
"ENSP00000356329",3,42,15,4,1,9,1
"ENSP00000356331",1,354,123,71,1,49,2
"ENSP00000356331",2,104,27,12,0,14,1
"ENSP00000356331",3,62,27,16,1,10,0
"ENSP00000356331",4,21,8,6,0,2,0
"ENSP00000356351",1,46,22,16,1,4,1
"ENSP00000356351",2,30,11,8,0,3,0
"ENSP00000356351",3,27,10,5,1,4,0
"ENSP00000356351",4,21,7,4,1,2,0
"ENSP00000356354",1,232,59,31,1,27,0
"ENSP00000356354",2,54,16,10,0,6,0
"ENSP00000356355",1,237,66,36,0,30,0
"ENSP00000356355",2,65,24,16,2,6,0
"ENSP00000356366",1,241,92,65,0,25,2
"ENSP00000356366",2,103,32,19,2,10,1
"ENSP00000356366",3,82,34,25,0,9,0
"ENSP00000356382",1,96,36,21,0,15,0
"ENSP00000356382",2,64,23,12,1,9,1
"ENSP00000356382",3,57,30,24,0,5,1
"ENSP00000356382",4,52,22,12,2,7,1
"ENSP00000356382",5,50,20,12,0,7,1
"ENSP00000356382",6,50,23,15,0,8,0
"ENSP00000356382",7,49,18,17,1,0,0
"ENSP00000356382",8,46,14,6,1,7,0
"ENSP00000356382",9,37,11,7,0,4,0
"ENSP00000356382",10,35,14,10,0,4,0
"ENSP00000356382",11,34,11,8,0,2,1
"ENSP00000356382",12,32,12,10,0,2,0
"ENSP00000356382",13,31,10,4,1,5,0
"ENSP00000356382",14,28,11,8,1,2,0
"ENSP00000356384",1,58,20,13,1,6,0
"ENSP00000356384",2,44,20,15,1,4,0
"ENSP00000356384",3,36,18,15,1,2,0
"ENSP00000356384",4,35,17,10,2,5,0
"ENSP00000356384",5,34,16,9,2,3,2
"ENSP00000356384",6,33,16,8,1,6,1
"ENSP00000356384",7,32,17,14,0,2,1
"ENSP00000356384",8,30,14,9,1,4,0
"ENSP00000356384",9,30,8,5,0,3,0
"ENSP00000356384",10,30,14,12,0,2,0
"ENSP00000356384",11,29,17,12,0,4,1
"ENSP00000356384",12,28,16,13,0,3,0
"ENSP00000356384",13,27,14,8,0,5,1
"ENSP00000356384",14,27,11,4,0,7,0
"ENSP00000356384",15,26,8,7,0,1,0
"ENSP00000356384",16,25,10,7,1,2,0
"ENSP00000356384",17,24,12,8,0,4,0
"ENSP00000356384",18,23,10,9,1,0,0
"ENSP00000356384",19,22,11,7,0,4,0
"ENSP00000356385",1,27,14,10,0,4,0
"ENSP00000356385",2,26,16,9,0,7,0
"ENSP00000356385",3,24,14,11,1,1,1
"ENSP00000356385",4,21,13,8,0,5,0
"ENSP00000356385",5,21,2,1,0,1,0
"ENSP00000356385",6,20,8,8,0,0,0
"ENSP00000356385",7,20,10,7,0,3,0
"ENSP00000356385",8,19,12,8,1,2,1
"ENSP00000356385",9,18,8,7,0,1,0
"ENSP00000356385",10,17,6,5,0,1,0
"ENSP00000356385",11,16,7,4,2,0,1
"ENSP00000356385",12,15,4,2,0,2,0
"ENSP00000356385",13,15,7,4,1,2,0
"ENSP00000356385",14,11,5,2,1,2,0
"ENSP00000356395",1,35,9,3,0,6,0
"ENSP00000356395",2,29,0,0,0,0,0
"ENSP00000356395",3,27,9,8,0,1,0
"ENSP00000356395",4,25,9,7,0,1,1
"ENSP00000356395",5,24,11,8,0,3,0
"ENSP00000356395",6,23,3,1,2,0,0
"ENSP00000356395",7,23,11,8,1,2,0
"ENSP00000356395",8,21,6,3,1,1,1
"ENSP00000356395",9,19,10,6,1,3,0
"ENSP00000356395",10,19,7,6,1,0,0
"ENSP00000356395",11,19,6,5,0,1,0
"ENSP00000356395",12,19,9,6,0,1,2
"ENSP00000356395",13,19,8,3,1,3,1
"ENSP00000356395",14,14,6,4,0,2,0
"ENSP00000356395",15,14,9,6,0,3,0
"ENSP00000356404",1,160,51,37,0,13,1
"ENSP00000356404",2,138,43,23,0,20,0
"ENSP00000356404",3,83,26,12,0,13,1
"ENSP00000356404",4,41,19,12,0,7,0
"ENSP00000356410",1,72,26,15,0,11,0
"ENSP00000356410",2,50,24,18,1,5,0
"ENSP00000356410",3,25,9,5,0,4,0
"ENSP00000356410",4,18,6,5,0,1,0
"ENSP00000356411",1,125,38,25,1,12,0
"ENSP00000356411",2,92,28,16,0,11,1
"ENSP00000356411",3,83,23,18,0,5,0
"ENSP00000356411",4,74,32,23,0,9,0
"ENSP00000356411",5,63,20,16,1,2,1
"ENSP00000356411",6,58,27,22,0,5,0
"ENSP00000356411",7,43,18,12,0,5,1
"ENSP00000356420",1,88,19,11,0,8,0
"ENSP00000356420",2,79,21,13,0,8,0
"ENSP00000356420",3,68,20,11,0,9,0
"ENSP00000356420",4,52,16,7,1,8,0
"ENSP00000356420",5,46,11,7,0,4,0
"ENSP00000356420",6,35,11,6,0,5,0
"ENSP00000356429",1,56,16,10,0,6,0
"ENSP00000356429",2,40,12,10,0,1,1
"ENSP00000356429",3,36,15,11,0,4,0
"ENSP00000356429",4,31,9,7,0,2,0
"ENSP00000356429",5,27,10,9,0,1,0
"ENSP00000356429",6,19,7,4,0,3,0
"ENSP00000356444",1,79,30,14,2,12,2
"ENSP00000356444",2,32,17,13,0,4,0
"ENSP00000356444",3,25,6,4,1,1,0
"ENSP00000356444",4,21,14,10,1,3,0
"ENSP00000356444",5,16,6,5,0,1,0
"ENSP00000356465",1,166,72,56,0,16,0
"ENSP00000356465",2,33,14,9,0,5,0
"ENSP00000356465",3,26,12,5,0,7,0
"ENSP00000356480",1,95,16,9,0,7,0
"ENSP00000356480",2,83,19,16,0,3,0
"ENSP00000356480",3,80,15,7,0,8,0
"ENSP00000356480",4,50,11,8,0,3,0
"ENSP00000356480",5,28,6,3,0,3,0
"ENSP00000356529",1,52,19,13,0,6,0
"ENSP00000356529",2,44,21,15,1,5,0
"ENSP00000356529",3,42,18,13,0,5,0
"ENSP00000356529",4,33,16,9,0,7,0
"ENSP00000356529",5,16,5,2,1,2,0
"ENSP00000356529",6,15,1,0,0,1,0
"ENSP00000356540",1,154,80,53,2,24,1
"ENSP00000356540",2,94,51,35,3,13,0
"ENSP00000356540",3,39,23,18,1,4,0
"ENSP00000356541",1,44,14,9,0,5,0
"ENSP00000356541",2,31,7,2,0,5,0
"ENSP00000356541",3,11,1,1,0,0,0
"ENSP00000356548",1,86,37,27,1,9,0
"ENSP00000356548",2,65,23,14,1,6,2
"ENSP00000356548",3,63,23,18,0,3,2
"ENSP00000356548",4,49,19,13,0,6,0
"ENSP00000356548",5,44,13,10,0,3,0
"ENSP00000356548",6,42,18,12,0,6,0
"ENSP00000356548",7,37,9,7,0,2,0
"ENSP00000356548",8,35,15,11,1,3,0
"ENSP00000356548",9,30,5,2,0,3,0
"ENSP00000356548",10,24,10,7,0,3,0
"ENSP00000356552",1,52,28,18,3,5,2
"ENSP00000356552",2,44,17,10,0,6,1
"ENSP00000356552",3,41,19,10,0,9,0
"ENSP00000356552",4,40,16,11,1,4,0
"ENSP00000356552",5,38,24,19,1,4,0
"ENSP00000356552",6,37,11,10,0,0,1
"ENSP00000356552",7,24,12,9,0,3,0
"ENSP00000356552",8,24,8,3,0,5,0
"ENSP00000356552",9,22,9,5,0,4,0
"ENSP00000356552",10,19,7,5,0,1,1
"ENSP00000356563",1,98,38,26,1,11,0
"ENSP00000356563",2,76,24,20,0,4,0
"ENSP00000356563",3,65,17,11,0,6,0
"ENSP00000356563",4,59,15,12,0,3,0
"ENSP00000356563",5,46,11,10,0,1,0
"ENSP00000356563",6,29,7,3,0,4,0
"ENSP00000356587",1,328,136,83,3,45,5
"ENSP00000356587",2,55,12,8,1,1,2
"ENSP00000356599",1,93,52,30,0,20,2
"ENSP00000356599",2,60,35,21,0,13,1
"ENSP00000356599",3,60,17,14,0,3,0
"ENSP00000356599",4,54,26,16,1,8,1
"ENSP00000356599",5,49,22,13,2,7,0
"ENSP00000356599",6,47,13,8,1,4,0
"ENSP00000356599",7,34,20,9,0,11,0
"ENSP00000356602",1,174,69,51,1,17,0
"ENSP00000356602",2,133,49,37,1,11,0
"ENSP00000356632",1,41,16,11,0,5,0
"ENSP00000356632",2,40,14,13,0,1,0
"ENSP00000356652",1,114,26,16,0,9,1
"ENSP00000356652",2,71,22,13,1,8,0
"ENSP00000356652",3,43,16,12,0,4,0
"ENSP00000356658",1,317,109,76,1,30,2
"ENSP00000356658",2,44,12,8,0,4,0
"ENSP00000356671",1,121,38,23,0,15,0
"ENSP00000356671",2,96,27,19,0,8,0
"ENSP00000356671",3,74,27,19,1,7,0
"ENSP00000356671",4,57,22,13,1,6,2
"ENSP00000356671",5,47,17,13,0,4,0
"ENSP00000356671",6,40,19,11,0,8,0
"ENSP00000356671",7,29,6,5,0,1,0
"ENSP00000356785",1,139,57,39,0,18,0
"ENSP00000356785",2,95,36,28,1,7,0
"ENSP00000356785",3,86,34,27,0,7,0
"ENSP00000356785",4,56,27,12,2,13,0
"ENSP00000356789",1,123,32,15,0,15,2
"ENSP00000356789",2,94,30,19,0,10,1
"ENSP00000356789",3,86,22,15,0,7,0
"ENSP00000356791",1,61,26,18,2,5,1
"ENSP00000356791",2,50,21,11,2,5,3
"ENSP00000356791",3,49,24,14,2,7,1
"ENSP00000356791",4,41,23,13,3,7,0
"ENSP00000356792",1,93,36,23,3,9,1
"ENSP00000356792",2,21,13,9,1,2,1
"ENSP00000356793",1,66,31,18,2,10,1
"ENSP00000356793",2,28,10,9,0,1,0
"ENSP00000356793",3,20,7,4,0,3,0
"ENSP00000356842",1,150,79,46,3,29,1
"ENSP00000356842",2,100,47,30,2,15,0
"ENSP00000356842",3,69,28,21,0,7,0
"ENSP00000356848",1,153,58,42,1,15,0
"ENSP00000356848",2,99,35,17,0,17,1
"ENSP00000356848",3,83,31,23,0,8,0
"ENSP00000356853",1,213,59,24,0,34,1
"ENSP00000356853",2,29,9,7,0,2,0
"ENSP00000356853",3,19,4,1,0,3,0
"ENSP00000356856",1,185,56,34,0,21,1
"ENSP00000356856",2,54,25,17,2,6,0
"ENSP00000356858",1,40,11,5,0,6,0
"ENSP00000356858",2,33,13,11,0,2,0
"ENSP00000356858",3,28,13,9,0,4,0
"ENSP00000356858",4,25,6,5,0,1,0
"ENSP00000356858",5,24,9,7,0,2,0
"ENSP00000356858",6,8,4,2,1,1,0
"ENSP00000356858",7,8,2,1,0,1,0
"ENSP00000356879",1,57,20,15,0,5,0
"ENSP00000356879",2,50,17,13,0,4,0
"ENSP00000356879",3,36,7,5,0,2,0
"ENSP00000356879",4,29,6,6,0,0,0
"ENSP00000356879",5,29,10,8,0,2,0
"ENSP00000356906",1,103,35,23,1,10,1
"ENSP00000356906",2,29,14,9,1,4,0
"ENSP00000356908",1,300,130,92,3,31,4
"ENSP00000356908",2,51,27,18,1,8,0
"ENSP00000356918",1,91,33,26,0,6,1
"ENSP00000356918",2,83,36,21,0,15,0
"ENSP00000356918",3,49,15,11,0,4,0
"ENSP00000356918",4,38,17,9,0,7,1
"ENSP00000356920",1,110,50,34,0,16,0
"ENSP00000356920",2,106,39,27,0,10,2
"ENSP00000356920",3,76,26,23,1,2,0
"ENSP00000356920",4,48,15,11,0,4,0
"ENSP00000356925",1,58,28,16,1,8,3
"ENSP00000356925",2,54,17,14,1,2,0
"ENSP00000356925",3,54,18,11,0,7,0
"ENSP00000356925",4,49,23,15,1,7,0
"ENSP00000356925",5,49,23,15,0,7,1
"ENSP00000356925",6,48,26,20,1,5,0
"ENSP00000356925",7,47,28,20,1,6,1
"ENSP00000356925",8,41,16,10,1,5,0
"ENSP00000356925",9,26,15,10,0,5,0
"ENSP00000356940",1,146,68,50,1,17,0
"ENSP00000356940",2,96,26,17,0,8,1
"ENSP00000356940",3,94,46,29,0,17,0
"ENSP00000356940",4,85,44,34,1,8,1
"ENSP00000356940",5,81,31,27,0,4,0
"ENSP00000356940",6,72,31,20,0,11,0
"ENSP00000356940",7,39,15,10,0,5,0
"ENSP00000356946",1,95,39,24,1,11,3
"ENSP00000356946",2,70,24,13,1,10,0
"ENSP00000356946",3,63,30,23,0,7,0
"ENSP00000356946",4,62,16,11,1,4,0
"ENSP00000356953",1,139,32,20,0,11,1
"ENSP00000356953",2,30,12,10,0,2,0
"ENSP00000356954",1,74,11,3,3,3,2
"ENSP00000356954",2,64,33,25,0,8,0
"ENSP00000356954",3,46,18,13,0,5,0
"ENSP00000356954",4,46,14,9,0,5,0
"ENSP00000356954",5,43,15,8,0,7,0
"ENSP00000356954",6,34,12,9,0,3,0
"ENSP00000356954",7,21,6,5,0,1,0
"ENSP00000356954",8,21,1,0,0,1,0
"ENSP00000356958",1,249,99,67,0,30,2
"ENSP00000356958",2,108,41,29,0,12,0
"ENSP00000356966",1,75,26,14,0,12,0
"ENSP00000356966",2,54,19,14,0,5,0
"ENSP00000356966",3,53,20,13,0,6,1
"ENSP00000356966",4,49,23,15,0,8,0
"ENSP00000356966",5,39,10,6,0,4,0
"ENSP00000356966",6,38,11,5,1,5,0
"ENSP00000356972",1,123,41,24,0,17,0
"ENSP00000356972",2,70,29,15,1,13,0
"ENSP00000356972",3,68,28,16,0,11,1
"ENSP00000356972",4,64,18,12,0,6,0
"ENSP00000356972",5,63,24,17,0,7,0
"ENSP00000356972",6,40,10,4,2,4,0
"ENSP00000356972",7,35,11,9,0,2,0
"ENSP00000356982",1,85,31,22,1,7,1
"ENSP00000356982",2,55,24,14,0,10,0
"ENSP00000356982",3,27,16,11,0,5,0
"ENSP00000356988",1,88,53,42,0,11,0
"ENSP00000356988",2,81,31,23,0,8,0
"ENSP00000356988",3,68,30,21,0,8,1
"ENSP00000356988",4,49,18,14,0,4,0
"ENSP00000356988",5,41,21,16,1,4,0
"ENSP00000356989",1,46,14,9,0,5,0
"ENSP00000356989",2,38,11,7,0,4,0
"ENSP00000356989",3,34,14,10,0,4,0
"ENSP00000356989",4,23,5,4,0,1,0
"ENSP00000356989",5,13,11,8,0,3,0
"ENSP00000356990",1,271,115,72,3,40,0
"ENSP00000356990",2,51,23,13,1,9,0
"ENSP00000356990",3,27,11,9,0,2,0
"ENSP00000357005",1,65,19,12,0,6,1
"ENSP00000357005",2,48,17,14,0,3,0
"ENSP00000357005",3,47,21,17,0,4,0
"ENSP00000357005",4,41,14,9,0,5,0
"ENSP00000357005",5,40,18,11,0,6,1
"ENSP00000357005",6,37,17,11,0,6,0
"ENSP00000357005",7,21,6,3,0,3,0
"ENSP00000357012",1,59,26,16,0,8,2
"ENSP00000357012",2,55,17,10,0,7,0
"ENSP00000357012",3,46,18,14,2,2,0
"ENSP00000357012",4,36,14,7,1,6,0
"ENSP00000357012",5,28,13,7,0,6,0
"ENSP00000357012",6,27,13,7,0,5,1
"ENSP00000357012",7,26,11,6,0,5,0
"ENSP00000357012",8,22,8,5,0,2,1
"ENSP00000357012",9,21,8,6,1,1,0
"ENSP00000357012",10,20,11,7,1,3,0
"ENSP00000357012",11,17,6,4,1,1,0
"ENSP00000357012",12,13,6,4,1,1,0
"ENSP00000357022",1,59,22,12,0,10,0
"ENSP00000357022",2,53,24,16,0,6,2
"ENSP00000357022",3,49,18,11,1,6,0
"ENSP00000357022",4,35,17,7,2,7,1
"ENSP00000357022",5,32,12,8,1,3,0
"ENSP00000357022",6,29,11,5,2,4,0
"ENSP00000357022",7,28,16,10,0,6,0
"ENSP00000357022",8,25,10,5,0,5,0
"ENSP00000357022",9,25,13,11,0,2,0
"ENSP00000357025",1,102,42,26,2,12,2
"ENSP00000357025",2,56,20,14,0,6,0
"ENSP00000357025",3,53,26,19,1,5,1
"ENSP00000357025",4,32,22,14,0,6,2
"ENSP00000357036",1,57,20,13,0,7,0
"ENSP00000357036",2,48,14,7,0,7,0
"ENSP00000357036",3,42,8,6,0,1,1
"ENSP00000357036",4,35,13,9,0,3,1
"ENSP00000357036",5,28,5,4,0,1,0
"ENSP00000357036",6,28,9,7,0,2,0
"ENSP00000357036",7,26,13,6,1,5,1
"ENSP00000357036",8,24,10,5,0,5,0
"ENSP00000357036",9,24,8,6,0,2,0
"ENSP00000357036",10,20,10,7,0,3,0
"ENSP00000357040",1,296,118,62,0,54,2
"ENSP00000357040",2,155,61,28,0,28,5
"ENSP00000357040",3,70,27,19,0,8,0
"ENSP00000357051",1,119,57,36,1,19,1
"ENSP00000357051",2,116,51,34,0,16,1
