"ENSG","cluster_membership","cluster_size","n.mut"
"ENSG00000172432",7,54,19
"ENSG00000172457",1,283,218
"ENSG00000172457",2,44,28
"ENSG00000172459",1,281,215
"ENSG00000172459",2,29,25
"ENSG00000172461",1,77,27
"ENSG00000172461",2,64,25
"ENSG00000172461",3,60,16
"ENSG00000172461",4,53,13
"ENSG00000172461",5,39,11
"ENSG00000172461",6,36,22
"ENSG00000172461",7,30,9
"ENSG00000172464",1,280,166
"ENSG00000172464",2,37,17
"ENSG00000172469",1,101,59
"ENSG00000172469",2,99,65
"ENSG00000172469",3,54,32
"ENSG00000172469",4,46,26
"ENSG00000172469",5,44,35
"ENSG00000172469",6,43,26
"ENSG00000172469",7,43,18
"ENSG00000172469",8,32,19
"ENSG00000172478",1,180,150
"ENSG00000172478",2,96,111
"ENSG00000172478",3,82,72
"ENSG00000172478",4,57,46
"ENSG00000172478",5,32,23
"ENSG00000172482",1,317,248
"ENSG00000172482",2,75,79
"ENSG00000172487",1,286,215
"ENSG00000172487",2,30,18
"ENSG00000172489",1,287,167
"ENSG00000172489",2,53,35
"ENSG00000172500",1,71,53
"ENSG00000172500",2,61,24
"ENSG00000172500",3,60,30
"ENSG00000172500",4,60,31
"ENSG00000172500",5,47,25
"ENSG00000172500",6,43,23
"ENSG00000172500",7,22,23
"ENSG00000172519",1,285,205
"ENSG00000172519",2,30,24
"ENSG00000172531",1,61,22
"ENSG00000172531",2,46,21
"ENSG00000172531",3,45,15
"ENSG00000172531",4,39,25
"ENSG00000172531",5,35,16
"ENSG00000172531",6,32,13
"ENSG00000172531",7,30,13
"ENSG00000172531",8,29,18
"ENSG00000172531",9,24,4
"ENSG00000172543",1,95,53
"ENSG00000172543",2,80,73
"ENSG00000172543",3,57,41
"ENSG00000172543",4,56,33
"ENSG00000172543",5,55,41
"ENSG00000172543",6,33,22
"ENSG00000172548",1,400,238
"ENSG00000172548",2,66,14
"ENSG00000172568",1,60,37
"ENSG00000172568",2,45,31
"ENSG00000172568",3,41,31
"ENSG00000172568",4,21,10
"ENSG00000172568",5,21,27
"ENSG00000172568",6,18,49
"ENSG00000172568",7,18,19
"ENSG00000172578",1,369,270
"ENSG00000172578",2,173,108
"ENSG00000172578",3,79,50
"ENSG00000172586",1,101,50
"ENSG00000172586",2,17,6
"ENSG00000172590",1,96,60
"ENSG00000172590",2,27,21
"ENSG00000172594",1,56,32
"ENSG00000172594",2,53,31
"ENSG00000172594",3,43,16
"ENSG00000172594",4,39,11
"ENSG00000172594",5,37,21
"ENSG00000172594",6,37,20
"ENSG00000172594",7,36,8
"ENSG00000172594",8,35,15
"ENSG00000172594",9,35,25
"ENSG00000172594",10,28,10
"ENSG00000172594",11,28,19
"ENSG00000172594",12,26,15
"ENSG00000172602",1,194,88
"ENSG00000172602",2,38,22
"ENSG00000172638",1,70,50
"ENSG00000172638",2,63,57
"ENSG00000172638",3,59,47
"ENSG00000172638",4,54,48
"ENSG00000172638",5,52,19
"ENSG00000172638",6,47,33
"ENSG00000172638",7,41,35
"ENSG00000172638",8,32,5
"ENSG00000172638",9,25,25
"ENSG00000172640",1,284,186
"ENSG00000172640",2,33,37
"ENSG00000172680",1,290,184
"ENSG00000172680",2,56,35
"ENSG00000172724",1,92,32
"ENSG00000172724",2,12,4
"ENSG00000172728",1,112,83
"ENSG00000172728",2,95,66
"ENSG00000172728",3,80,56
"ENSG00000172728",4,48,20
"ENSG00000172728",5,47,36
"ENSG00000172728",6,47,48
"ENSG00000172728",7,27,16
"ENSG00000172728",8,23,20
"ENSG00000172731",1,45,31
"ENSG00000172731",2,30,39
"ENSG00000172731",3,25,16
"ENSG00000172731",4,24,20
"ENSG00000172731",5,22,21
"ENSG00000172731",6,20,14
"ENSG00000172731",7,18,27
"ENSG00000172732",1,153,116
"ENSG00000172732",2,143,119
"ENSG00000172732",3,137,89
"ENSG00000172732",4,118,60
"ENSG00000172742",1,283,222
"ENSG00000172742",2,31,22
"ENSG00000172769",1,284,201
"ENSG00000172769",2,30,29
"ENSG00000172774",1,284,220
"ENSG00000172774",2,41,22
"ENSG00000172775",1,131,48
"ENSG00000172775",2,48,29
"ENSG00000172775",3,38,17
"ENSG00000172775",4,37,24
"ENSG00000172780",1,32,1
"ENSG00000172780",2,31,2
"ENSG00000172780",3,27,9
"ENSG00000172780",4,25,10
"ENSG00000172780",5,25,12
"ENSG00000172780",6,22,4
"ENSG00000172780",7,20,0
"ENSG00000172780",8,18,12
"ENSG00000172780",9,12,0
"ENSG00000172782",1,85,68
"ENSG00000172782",2,74,47
"ENSG00000172782",3,63,32
"ENSG00000172782",4,39,46
"ENSG00000172782",5,34,21
"ENSG00000172782",6,32,32
"ENSG00000172782",7,23,48
"ENSG00000172785",1,74,12
"ENSG00000172785",2,57,3
"ENSG00000172785",3,55,0
"ENSG00000172785",4,52,2
"ENSG00000172785",5,49,4
"ENSG00000172785",6,46,0
"ENSG00000172785",7,33,7
"ENSG00000172785",8,29,3
"ENSG00000172789",1,88,62
"ENSG00000172789",2,64,43
"ENSG00000172789",3,49,20
"ENSG00000172789",4,21,21
"ENSG00000172794",1,165,134
"ENSG00000172794",2,35,18
"ENSG00000172794",3,28,25
"ENSG00000172803",1,230,221
"ENSG00000172803",2,116,122
"ENSG00000172803",3,57,38
"ENSG00000172809",1,28,15
"ENSG00000172809",2,15,1
"ENSG00000172809",3,15,3
"ENSG00000172809",4,12,11
"ENSG00000172817",1,179,95
"ENSG00000172817",2,113,86
"ENSG00000172817",3,64,21
"ENSG00000172817",4,59,24
"ENSG00000172817",5,52,27
"ENSG00000172817",6,39,18
"ENSG00000172819",1,247,96
"ENSG00000172819",2,122,55
"ENSG00000172819",3,85,34
"ENSG00000172828",1,85,72
"ENSG00000172828",2,72,56
"ENSG00000172828",3,66,59
"ENSG00000172828",4,63,42
"ENSG00000172828",5,61,35
"ENSG00000172828",6,57,34
"ENSG00000172828",7,33,22
"ENSG00000172828",8,32,14
"ENSG00000172828",9,29,14
"ENSG00000172828",10,26,24
"ENSG00000172828",11,24,22
"ENSG00000172828",12,23,15
"ENSG00000172840",1,74,32
"ENSG00000172840",2,69,45
"ENSG00000172840",3,65,42
"ENSG00000172840",4,50,25
"ENSG00000172840",5,44,20
"ENSG00000172840",6,44,25
"ENSG00000172840",7,43,26
"ENSG00000172840",8,39,15
"ENSG00000172840",9,36,24
"ENSG00000172840",10,34,13
"ENSG00000172840",11,31,20
"ENSG00000172878",1,108,53
"ENSG00000172878",2,62,22
"ENSG00000172878",3,51,27
"ENSG00000172878",4,48,28
"ENSG00000172878",5,34,16
"ENSG00000172878",6,32,21
"ENSG00000172889",1,79,39
"ENSG00000172889",2,48,48
"ENSG00000172889",3,44,26
"ENSG00000172889",4,43,36
"ENSG00000172889",5,34,31
"ENSG00000172889",6,25,28
"ENSG00000172893",1,68,62
"ENSG00000172893",2,53,52
"ENSG00000172893",3,48,30
"ENSG00000172893",4,48,47
"ENSG00000172893",5,45,33
"ENSG00000172893",6,42,34
"ENSG00000172893",7,40,51
"ENSG00000172893",8,37,39
"ENSG00000172893",9,36,38
"ENSG00000172893",10,32,25
"ENSG00000172893",11,26,28
"ENSG00000172932",1,151,103
"ENSG00000172932",2,138,81
"ENSG00000172932",3,124,62
"ENSG00000172932",4,77,10
"ENSG00000172932",5,59,29
"ENSG00000172932",6,56,37
"ENSG00000172935",1,297,121
"ENSG00000172935",2,46,66
"ENSG00000172936",1,152,90
"ENSG00000172936",2,130,62
"ENSG00000172936",3,35,29
"ENSG00000172938",1,185,123
"ENSG00000172938",2,102,91
"ENSG00000172938",3,34,30
"ENSG00000172954",1,198,90
"ENSG00000172954",2,129,68
"ENSG00000172954",3,87,59
"ENSG00000172955",1,283,156
"ENSG00000172955",2,57,25
"ENSG00000172955",3,35,14
"ENSG00000172967",1,198,2
"ENSG00000172967",2,116,73
"ENSG00000172967",3,58,36
"ENSG00000172967",4,32,0
"ENSG00000172967",5,31,9
"ENSG00000172967",6,24,1
"ENSG00000172977",1,87,23
"ENSG00000172977",2,77,34
"ENSG00000172977",3,76,41
"ENSG00000172977",4,73,12
"ENSG00000172977",5,52,33
"ENSG00000172977",6,47,21
"ENSG00000172977",7,40,15
"ENSG00000172977",8,40,14
"ENSG00000172977",9,33,16
"ENSG00000172977",10,21,13
"ENSG00000172986",1,340,199
"ENSG00000172986",2,103,3
"ENSG00000172992",1,198,168
"ENSG00000172992",2,33,23
"ENSG00000173011",1,136,42
"ENSG00000173011",2,123,68
"ENSG00000173011",3,96,51
"ENSG00000173011",4,65,33
"ENSG00000173080",1,293,206
"ENSG00000173080",2,42,27
"ENSG00000173080",3,39,22
"ENSG00000173083",1,325,167
"ENSG00000173083",2,218,135
"ENSG00000173085",1,320,155
"ENSG00000173085",2,101,50
"ENSG00000173093",1,458,343
"ENSG00000173093",2,105,72
"ENSG00000173113",1,53,38
"ENSG00000173113",2,44,22
"ENSG00000173113",3,28,59
"ENSG00000173124",1,131,55
"ENSG00000173124",2,123,57
"ENSG00000173124",3,88,13
"ENSG00000173124",4,63,8
"ENSG00000173124",5,49,33
"ENSG00000173124",6,26,3
"ENSG00000173141",1,24,14
"ENSG00000173141",2,19,31
"ENSG00000173141",3,19,21
"ENSG00000173141",4,17,15
"ENSG00000173141",5,13,8
"ENSG00000173141",6,10,11
"ENSG00000173153",1,224,126
"ENSG00000173153",2,126,45
"ENSG00000173153",3,73,57
"ENSG00000173156",1,46,26
"ENSG00000173156",2,43,19
"ENSG00000173156",3,41,25
"ENSG00000173156",4,39,19
"ENSG00000173156",5,24,15
"ENSG00000173156",6,17,2
"ENSG00000173163",1,73,27
"ENSG00000173163",2,42,28
"ENSG00000173163",3,33,18
"ENSG00000173163",4,27,26
"ENSG00000173163",5,15,11
"ENSG00000173200",1,286,73
"ENSG00000173200",2,214,118
"ENSG00000173200",3,178,128
"ENSG00000173207",1,27,18
"ENSG00000173207",2,16,3
"ENSG00000173207",3,15,5
"ENSG00000173207",4,12,8
"ENSG00000173207",5,9,2
"ENSG00000173209",1,39,35
"ENSG00000173209",2,35,26
"ENSG00000173209",3,34,24
"ENSG00000173209",4,29,34
"ENSG00000173209",5,9,11
"ENSG00000173210",1,143,108
"ENSG00000173210",2,118,86
"ENSG00000173210",3,114,68
"ENSG00000173210",4,100,92
"ENSG00000173210",5,75,58
"ENSG00000173210",6,67,46
"ENSG00000173210",7,66,37
"ENSG00000173212",1,66,52
"ENSG00000173212",2,57,31
"ENSG00000173212",3,50,32
"ENSG00000173212",4,42,26
"ENSG00000173212",5,41,31
"ENSG00000173212",6,40,22
"ENSG00000173212",7,38,18
"ENSG00000173212",8,28,25
"ENSG00000173213",1,80,9
"ENSG00000173213",2,55,0
"ENSG00000173213",3,52,18
"ENSG00000173213",4,49,40
"ENSG00000173213",5,48,34
"ENSG00000173213",6,37,38
"ENSG00000173213",7,37,31
"ENSG00000173213",8,34,19
"ENSG00000173213",9,28,14
"ENSG00000173213",10,24,19
"ENSG00000173214",1,389,250
"ENSG00000173214",2,95,37
"ENSG00000173214",3,34,21
"ENSG00000173218",1,178,126
"ENSG00000173218",2,77,47
"ENSG00000173218",3,76,62
"ENSG00000173218",4,68,57
"ENSG00000173218",5,66,47
"ENSG00000173218",6,59,32
"ENSG00000173221",1,66,33
"ENSG00000173221",2,21,7
"ENSG00000173221",3,19,12
"ENSG00000173227",1,187,151
"ENSG00000173227",2,129,89
"ENSG00000173227",3,105,97
"ENSG00000173250",1,342,221
"ENSG00000173250",2,77,44
"ENSG00000173262",1,481,228
"ENSG00000173262",2,54,8
"ENSG00000173281",1,54,39
"ENSG00000173281",2,52,57
"ENSG00000173281",3,49,27
"ENSG00000173281",4,42,33
"ENSG00000173281",5,37,37
"ENSG00000173281",6,28,19
"ENSG00000173281",7,23,29
"ENSG00000173285",1,284,200
"ENSG00000173285",2,29,18
"ENSG00000173302",1,297,185
"ENSG00000173302",2,50,35
"ENSG00000173338",1,101,60
"ENSG00000173338",2,76,71
"ENSG00000173338",3,75,75
"ENSG00000173338",4,55,37
"ENSG00000173369",1,132,92
"ENSG00000173369",2,80,32
"ENSG00000173369",3,41,26
"ENSG00000173372",1,126,67
"ENSG00000173372",2,60,35
"ENSG00000173372",3,59,31
"ENSG00000173376",1,213,114
"ENSG00000173376",2,188,113
"ENSG00000173376",3,90,58
"ENSG00000173376",4,39,31
"ENSG00000173376",5,38,19
"ENSG00000173389",1,31,17
"ENSG00000173389",2,28,16
"ENSG00000173389",3,28,23
"ENSG00000173389",4,27,19
"ENSG00000173389",5,27,20
"ENSG00000173389",6,25,19
"ENSG00000173389",7,25,15
"ENSG00000173389",8,14,9
"ENSG00000173391",1,68,35
"ENSG00000173391",2,64,30
"ENSG00000173391",3,45,28
"ENSG00000173391",4,35,10
"ENSG00000173391",5,31,20
"ENSG00000173391",6,30,13
"ENSG00000173401",1,93,53
"ENSG00000173401",2,56,36
"ENSG00000173401",3,38,15
"ENSG00000173401",4,31,17
"ENSG00000173401",5,24,21
"ENSG00000173409",1,71,24
"ENSG00000173409",2,64,38
"ENSG00000173409",3,62,30
"ENSG00000173409",4,31,25
"ENSG00000173409",5,29,17
"ENSG00000173409",6,21,6
"ENSG00000173409",7,13,0
"ENSG00000173418",1,143,75
"ENSG00000173418",2,35,18
"ENSG00000173431",1,42,26
"ENSG00000173431",2,24,7
"ENSG00000173431",3,22,5
"ENSG00000173431",4,22,14
"ENSG00000173431",5,18,15
"ENSG00000173431",6,17,7
"ENSG00000173431",7,9,3
"ENSG00000173432",1,45,4
"ENSG00000173432",2,41,7
"ENSG00000173432",3,36,37
"ENSG00000173436",1,61,41
"ENSG00000173436",2,17,11
"ENSG00000173451",1,115,50
"ENSG00000173451",2,87,47
"ENSG00000173451",3,26,10
"ENSG00000173452",1,107,54
"ENSG00000173452",2,45,28
"ENSG00000173452",3,27,10
"ENSG00000173465",1,53,36
"ENSG00000173465",2,34,12
"ENSG00000173465",3,27,17
"ENSG00000173465",4,24,18
"ENSG00000173465",5,22,14
"ENSG00000173465",6,14,4
"ENSG00000173465",7,13,7
"ENSG00000173465",8,12,7
"ENSG00000173467",1,116,79
"ENSG00000173467",2,50,38
"ENSG00000173486",1,113,62
"ENSG00000173486",2,29,14
"ENSG00000173540",1,75,36
"ENSG00000173540",2,51,21
"ENSG00000173540",3,49,32
"ENSG00000173540",4,43,52
"ENSG00000173540",5,37,28
"ENSG00000173540",6,34,14
"ENSG00000173540",7,32,18
"ENSG00000173540",8,28,17
"ENSG00000173540",9,22,12
"ENSG00000173540",10,16,8
"ENSG00000173542",1,51,31
"ENSG00000173542",2,51,24
"ENSG00000173542",3,45,17
"ENSG00000173542",4,26,14
"ENSG00000173542",5,24,19
"ENSG00000173542",6,24,8
"ENSG00000173545",1,251,143
"ENSG00000173545",2,133,67
"ENSG00000173545",3,93,60
"ENSG00000173548",1,326,166
"ENSG00000173548",2,248,149
"ENSG00000173578",1,299,176
"ENSG00000173578",2,34,15
"ENSG00000173585",1,78,31
"ENSG00000173585",2,65,27
"ENSG00000173585",3,59,32
"ENSG00000173585",4,40,16
"ENSG00000173585",5,36,16
"ENSG00000173585",6,35,13
"ENSG00000173585",7,21,14
"ENSG00000173585",8,18,8
"ENSG00000173585",9,17,12
"ENSG00000173597",1,130,87
"ENSG00000173597",2,68,45
"ENSG00000173597",3,57,37
"ENSG00000173597",4,41,31
"ENSG00000173598",1,95,33
"ENSG00000173598",2,42,6
"ENSG00000173598",3,26,31
"ENSG00000173598",4,18,1
"ENSG00000173610",1,113,61
"ENSG00000173610",2,78,47
"ENSG00000173610",3,78,70
"ENSG00000173610",4,59,33
"ENSG00000173610",5,49,32
"ENSG00000173610",6,48,42
"ENSG00000173610",7,40,9
"ENSG00000173610",8,36,28
"ENSG00000173610",9,26,22
"ENSG00000173611",1,191,64
"ENSG00000173611",2,176,61
"ENSG00000173611",3,104,49
"ENSG00000173611",4,92,28
"ENSG00000173611",5,66,26
"ENSG00000173614",1,61,30
"ENSG00000173614",2,56,34
"ENSG00000173614",3,52,47
"ENSG00000173614",4,27,11
"ENSG00000173614",5,27,11
"ENSG00000173614",6,23,9
"ENSG00000173614",7,20,17
"ENSG00000173614",8,13,2
"ENSG00000173638",1,328,262
"ENSG00000173638",2,203,163
"ENSG00000173638",3,60,38
"ENSG00000173653",1,128,94
"ENSG00000173653",2,75,34
"ENSG00000173653",3,68,40
"ENSG00000173653",4,37,8
"ENSG00000173653",5,21,21
"ENSG00000173662",1,509,321
"ENSG00000173662",2,193,159
"ENSG00000173662",3,139,67
"ENSG00000173679",1,62,29
"ENSG00000173679",2,59,41
"ENSG00000173679",3,48,24
"ENSG00000173679",4,45,34
"ENSG00000173679",5,31,23
"ENSG00000173679",6,28,17
"ENSG00000173679",7,26,16
"ENSG00000173679",8,25,15
"ENSG00000173679",9,23,13
"ENSG00000173679",10,13,3
"ENSG00000173726",1,59,17
"ENSG00000173726",2,38,10
"ENSG00000173726",3,30,8
"ENSG00000173726",4,18,8
"ENSG00000173762",1,157,126
"ENSG00000173762",2,83,68
"ENSG00000173801",1,194,110
"ENSG00000173801",2,190,145
"ENSG00000173801",3,180,114
"ENSG00000173801",4,116,116
"ENSG00000173801",5,65,43
"ENSG00000173812",1,58,9
"ENSG00000173812",2,29,14
"ENSG00000173812",3,22,5
"ENSG00000173812",4,12,9
"ENSG00000173818",1,106,107
"ENSG00000173818",2,46,16
"ENSG00000173818",3,41,43
"ENSG00000173818",4,40,34
"ENSG00000173818",5,26,49
"ENSG00000173818",6,23,16
"ENSG00000173868",1,244,75
"ENSG00000173868",2,48,14
"ENSG00000173876",1,79,66
"ENSG00000173876",2,78,15
"ENSG00000173876",3,76,34
"ENSG00000173876",4,62,13
"ENSG00000173876",5,53,19
"ENSG00000173876",6,38,13
"ENSG00000173876",7,35,20
"ENSG00000173876",8,23,13
"ENSG00000173890",1,273,134
"ENSG00000173890",2,38,19
"ENSG00000173890",3,27,11
"ENSG00000173908",1,169,117
"ENSG00000173908",2,166,122
"ENSG00000173908",3,74,44
"ENSG00000173908",4,43,18
"ENSG00000173908",5,12,6
"ENSG00000173926",1,192,140
"ENSG00000173926",2,61,44
"ENSG00000173928",1,192,144
"ENSG00000173928",2,37,9
"ENSG00000173947",1,59,26
"ENSG00000173947",2,35,16
"ENSG00000173947",3,33,23
"ENSG00000173947",4,32,15
"ENSG00000173947",5,32,28
"ENSG00000173950",1,310,198
"ENSG00000173950",2,83,14
"ENSG00000173960",1,113,65
"ENSG00000173960",2,90,40
"ENSG00000173960",3,56,24
"ENSG00000173976",1,81,22
"ENSG00000173976",2,66,58
"ENSG00000173976",3,24,5
"ENSG00000173976",4,13,13
"ENSG00000173992",1,56,24
"ENSG00000173992",2,54,31
"ENSG00000173992",3,47,33
"ENSG00000173992",4,34,23
"ENSG00000173992",5,33,20
"ENSG00000173992",6,29,25
"ENSG00000173992",7,21,11
"ENSG00000174007",1,76,55
"ENSG00000174007",2,37,21
"ENSG00000174007",3,37,23
"ENSG00000174007",4,17,10
"ENSG00000174013",1,256,57
"ENSG00000174013",2,30,2
"ENSG00000174021",1,30,11
"ENSG00000174021",2,20,9
"ENSG00000174021",3,18,6
"ENSG00000174099",1,141,63
"ENSG00000174099",2,32,18
"ENSG00000174099",3,19,24
"ENSG00000174100",1,181,70
"ENSG00000174100",2,66,29
"ENSG00000174100",3,59,41
"ENSG00000174151",1,65,22
"ENSG00000174151",2,51,39
"ENSG00000174151",3,37,31
"ENSG00000174151",4,32,19
"ENSG00000174151",5,30,8
"ENSG00000174151",6,23,4
"ENSG00000174151",7,13,5
"ENSG00000174156",1,39,29
"ENSG00000174156",2,35,28
"ENSG00000174156",3,30,17
"ENSG00000174156",4,29,20
"ENSG00000174156",5,27,20
"ENSG00000174156",6,25,15
"ENSG00000174156",7,22,8
"ENSG00000174156",8,15,21
"ENSG00000174165",1,86,75
"ENSG00000174165",2,68,58
"ENSG00000174165",3,52,11
"ENSG00000174165",4,41,13
"ENSG00000174165",5,37,16
"ENSG00000174173",1,130,70
"ENSG00000174173",2,114,43
"ENSG00000174173",3,83,30
"ENSG00000174173",4,76,33
"ENSG00000174175",1,133,72
"ENSG00000174175",2,101,82
"ENSG00000174175",3,82,51
"ENSG00000174175",4,79,52
"ENSG00000174175",5,78,58
"ENSG00000174175",6,68,48
"ENSG00000174175",7,64,42
"ENSG00000174175",8,60,57
"ENSG00000174175",9,59,40
"ENSG00000174175",10,53,45
"ENSG00000174175",11,53,27
"ENSG00000174177",1,94,171
"ENSG00000174177",2,93,96
"ENSG00000174177",3,54,25
"ENSG00000174177",4,52,74
"ENSG00000174177",5,48,111
"ENSG00000174177",6,45,76
"ENSG00000174177",7,44,39
"ENSG00000174177",8,44,93
"ENSG00000174177",9,26,38
"ENSG00000174177",10,24,47
"ENSG00000174177",11,24,29
"ENSG00000174177",12,24,3
"ENSG00000174177",13,14,3
"ENSG00000174226",1,136,98
"ENSG00000174226",2,77,44
"ENSG00000174226",3,60,38
"ENSG00000174226",4,57,35
"ENSG00000174226",5,56,25
"ENSG00000174226",6,54,42
"ENSG00000174238",1,83,38
"ENSG00000174238",2,53,19
"ENSG00000174238",3,52,15
"ENSG00000174238",4,46,17
"ENSG00000174238",5,36,14
"ENSG00000174255",1,47,32
"ENSG00000174255",2,35,26
"ENSG00000174255",3,30,30
"ENSG00000174255",4,30,15
"ENSG00000174255",5,28,12
"ENSG00000174255",6,28,10
"ENSG00000174255",7,28,28
"ENSG00000174255",8,27,27
"ENSG00000174255",9,20,10
"ENSG00000174276",1,316,231
"ENSG00000174276",2,87,50
"ENSG00000174307",1,35,27
"ENSG00000174307",2,33,23
"ENSG00000174307",3,30,28
"ENSG00000174307",4,18,13
"ENSG00000174307",5,11,2
"ENSG00000174326",1,428,267
"ENSG00000174326",2,43,19
"ENSG00000174327",1,373,221
"ENSG00000174327",2,53,31
"ENSG00000174339",1,281,218
"ENSG00000174339",2,30,22
"ENSG00000174343",1,160,115
"ENSG00000174343",2,124,100
"ENSG00000174343",3,82,55
"ENSG00000174343",4,68,45
"ENSG00000174343",5,45,28
"ENSG00000174374",1,67,16
"ENSG00000174374",2,66,0
"ENSG00000174374",3,59,0
"ENSG00000174374",4,51,34
"ENSG00000174374",5,49,12
"ENSG00000174374",6,47,0
"ENSG00000174374",7,44,9
"ENSG00000174374",8,38,1
"ENSG00000174374",9,28,0
"ENSG00000174374",10,15,4
"ENSG00000174417",1,84,27
"ENSG00000174417",2,64,34
"ENSG00000174417",3,57,24
"ENSG00000174417",4,44,19
"ENSG00000174417",5,42,20
"ENSG00000174417",6,33,20
"ENSG00000174417",7,30,18
"ENSG00000174417",8,26,6
"ENSG00000174417",9,18,6
"ENSG00000174442",1,316,175
"ENSG00000174442",2,147,89
"ENSG00000174442",3,74,47
"ENSG00000174442",4,54,38
"ENSG00000174444",1,356,193
"ENSG00000174444",2,71,59
"ENSG00000174448",1,76,28
"ENSG00000174448",2,74,62
"ENSG00000174448",3,30,21
"ENSG00000174448",4,21,12
"ENSG00000174448",5,19,5
"ENSG00000174453",1,70,20
"ENSG00000174453",2,66,20
"ENSG00000174453",3,48,29
"ENSG00000174453",4,38,19
"ENSG00000174473",1,80,40
"ENSG00000174473",2,78,24
"ENSG00000174473",3,62,28
"ENSG00000174473",4,56,31
"ENSG00000174473",5,54,16
"ENSG00000174473",6,53,22
"ENSG00000174473",7,47,20
"ENSG00000174473",8,46,22
"ENSG00000174473",9,40,23
"ENSG00000174473",10,31,20
"ENSG00000174473",11,27,11
"ENSG00000174473",12,27,9
"ENSG00000174516",1,97,71
"ENSG00000174516",2,94,40
"ENSG00000174516",3,84,37
"ENSG00000174516",4,82,44
"ENSG00000174516",5,43,14
"ENSG00000174516",6,36,15
"ENSG00000174516",7,33,23
"ENSG00000174521",1,209,106
"ENSG00000174521",2,30,1
"ENSG00000174529",1,98,79
"ENSG00000174529",2,81,46
"ENSG00000174529",3,76,39
"ENSG00000174547",1,149,108
"ENSG00000174547",2,43,27
"ENSG00000174562",1,180,129
"ENSG00000174562",2,45,17
"ENSG00000174562",3,31,32
"ENSG00000174564",1,57,18
"ENSG00000174564",2,53,30
"ENSG00000174564",3,49,21
"ENSG00000174564",4,47,35
"ENSG00000174564",5,46,29
"ENSG00000174564",6,35,14
"ENSG00000174564",7,24,24
"ENSG00000174567",1,62,49
"ENSG00000174567",2,42,25
"ENSG00000174567",3,19,22
"ENSG00000174567",4,9,2
"ENSG00000174574",1,137,46
"ENSG00000174574",2,55,27
"ENSG00000174599",1,326,190
"ENSG00000174599",2,43,26
"ENSG00000174600",1,332,190
"ENSG00000174600",2,41,17
"ENSG00000174607",1,79,25
"ENSG00000174607",2,70,32
"ENSG00000174607",3,57,29
"ENSG00000174607",4,51,28
"ENSG00000174607",5,50,20
"ENSG00000174607",6,48,29
"ENSG00000174607",7,45,13
"ENSG00000174607",8,41,34
"ENSG00000174607",9,35,26
"ENSG00000174607",10,23,5
"ENSG00000174607",11,22,12
"ENSG00000174607",12,20,12
"ENSG00000174667",1,281,205
"ENSG00000174667",2,31,19
"ENSG00000174669",1,99,53
"ENSG00000174669",2,93,61
"ENSG00000174669",3,66,44
"ENSG00000174669",4,55,43
"ENSG00000174669",5,53,30
"ENSG00000174669",6,52,35
"ENSG00000174669",7,38,25
"ENSG00000174695",1,17,5
"ENSG00000174695",2,16,6
"ENSG00000174695",3,13,4
"ENSG00000174695",4,10,5
"ENSG00000174695",5,9,4
"ENSG00000174695",6,7,5
"ENSG00000174738",1,358,193
"ENSG00000174738",2,124,53
"ENSG00000174738",3,97,51
"ENSG00000174748",1,52,6
"ENSG00000174748",2,37,16
"ENSG00000174748",3,36,7
"ENSG00000174748",4,30,3
"ENSG00000174748",5,20,3
"ENSG00000174748",6,18,0
"ENSG00000174748",7,11,0
"ENSG00000174775",1,32,15
"ENSG00000174775",2,26,11
"ENSG00000174775",3,25,10
"ENSG00000174775",4,22,9
"ENSG00000174775",5,19,11
"ENSG00000174775",6,19,15
"ENSG00000174775",7,16,16
"ENSG00000174775",8,16,11
"ENSG00000174775",9,14,5
"ENSG00000174791",1,275,192
"ENSG00000174791",2,249,168
"ENSG00000174791",3,119,86
"ENSG00000174791",4,57,54
"ENSG00000174791",5,43,17
"ENSG00000174791",6,40,33
"ENSG00000174796",1,122,71
"ENSG00000174796",2,100,54
"ENSG00000174804",1,179,79
"ENSG00000174804",2,176,92
"ENSG00000174804",3,139,56
"ENSG00000174804",4,43,39
"ENSG00000174808",1,116,75
"ENSG00000174808",2,62,43
"ENSG00000174827",1,129,0
"ENSG00000174827",2,120,50
"ENSG00000174827",3,103,15
"ENSG00000174827",4,97,9
"ENSG00000174827",5,44,0
"ENSG00000174827",6,26,5
"ENSG00000174837",1,248,168
"ENSG00000174837",2,204,156
"ENSG00000174837",3,116,64
"ENSG00000174837",4,84,73
"ENSG00000174837",5,55,47
